,sample,time_sec,event_id,event_type,event_color
4763,-2958.59,47.63,1,Left,green
4764,-2818.37,47.64,1,Left,green
4765,-2780.68,47.65,1,Left,green
4766,-3224.72,47.66,1,Left,green
4767,-2053.7,47.67,1,Left,green
4768,-1665.07,47.68,1,Left,green
4769,-1461.34,47.69,1,Left,green
4770,-1157.31,47.7,1,Left,green
4771,-1282.52,47.71,1,Left,green
4772,-2249.95,47.72,1,Left,green
4773,-2420.13,47.73,1,Left,green
4774,-2924.13,47.74,1,Left,green
4775,-3196.25,47.75,1,Left,green
4776,-3302.68,47.76,1,Left,green
4777,-3280.06,47.77,1,Left,green
4778,-4062.36,47.78,1,Left,green
4779,-4211.89,47.79,1,Left,green
4780,-4594.77,47.8,1,Left,green
4781,-4249.95,47.81,1,Left,green
4782,-3939.22,47.82,1,Left,green
4783,-2396.17,47.83,1,Left,green
4784,-1409.73,47.84,1,Left,green
4785,135.48,47.85,,,
4786,1202.23,47.86,,,
4787,2434.73,47.87,,,
4788,2816.29,47.88,,,
4789,3210.01,47.89,,,
4790,2636.14,47.9,,,
4791,2462.59,47.91,,,
4792,1955.54,47.92,,,
4793,1916.61,47.93,,,
4794,1473.41,47.94,,,
4795,1573.92,47.95,,,
4796,1123.98,47.96,,,
4797,1314.32,47.97,,,
4798,599.65,47.98,,,
4799,1045.16,47.99,,,
4800,400.13,48.0,,,
4801,1252.85,48.01,,,
4802,1483.75,48.02,,,
4803,1584.88,48.03,,,
4804,1396.18,48.04,,,
4805,1577.91,48.05,,,
4806,921.41,48.06,,,
4807,1501.52,48.07,,,
4808,491.9,48.08,,,
4809,199.0,48.09,,,
4810,-1032.86,48.1,,,
4811,-1416.16,48.11,,,
4812,-1744.34,48.12,,,
4813,-1769.85,48.13,,,
4814,-2104.71,48.14,,,
4815,-1700.08,48.15,,,
4816,-1694.39,48.16,,,
4817,-1342.28,48.17,,,
4818,-1510.83,48.18,,,
4819,-990.4,48.19,,,
4820,-1047.05,48.2,,,
4821,-531.22,48.21,,,
4822,-607.49,48.22,,,
4823,-143.14,48.23,,,
4824,-313.71,48.24,,,
4825,85.04,48.25,,,
4826,-93.16,48.26,,,
4827,256.58,48.27,,,
4828,21.5,48.28,,,
4829,341.14,48.29,,,
4830,52.23,48.3,,,
4831,373.6,48.31,,,
4832,79.74,48.32,,,
4833,421.23,48.33,,,
4834,240.24,48.34,,,
4835,514.67,48.35,,,
4836,480.25,48.36,,,
4837,1782.84,48.37,,,
4838,2812.67,48.38,,,
4839,4369.66,48.39,,,
4840,5042.21,48.4,,,
4841,5896.51,48.41,,,
4842,5828.04,48.42,,,
4843,6258.65,48.43,,,
4844,6016.2,48.44,,,
4845,6023.83,48.45,,,
4846,5341.43,48.46,,,
4847,5255.77,48.47,,,
4848,4511.95,48.48,,,
4849,4234.39,48.49,,,
4850,3480.85,48.5,,,
4851,3147.39,48.51,,,
4852,2480.07,48.52,,,
4853,2039.58,48.53,,,
4854,1159.39,48.54,,,
4855,740.66,48.55,,,
4856,-42.65,48.56,,,
4857,-320.19,48.57,,,
4858,-1134.26,48.58,,,
4859,-1333.72,48.59,,,
4860,-2109.1,48.6,,,
4861,-2150.63,48.61,,,
4862,-2727.89,48.62,,,
4863,-2774.07,48.63,,,
4864,-3262.87,48.64,,,
4865,-3104.59,48.65,,,
4866,-3384.91,48.66,,,
4867,-3159.28,48.67,,,
4868,-3470.18,48.68,,,
4869,-3216.72,48.69,,,
4870,-3465.25,48.7,,,
4871,-3186.37,48.71,,,
4872,-3370.99,48.72,,,
4873,-3041.4,48.73,,,
4874,-3174.79,48.74,,,
4875,-2857.07,48.75,,,
4876,-3005.2,48.76,,,
4877,-2593.68,48.77,,,
4878,-2704.0,48.78,,,
4879,-2264.43,48.79,,,
4880,-2380.95,48.8,,,
4881,-2139.94,48.81,,,
4882,-2077.69,48.82,,,
4883,-1276.0,48.83,,,
4884,-1217.2,48.84,,,
4885,-809.14,48.85,,,
4886,-925.43,48.86,,,
4887,-739.38,48.87,,,
4888,-1076.23,48.88,,,
4889,-855.28,48.89,,,
4890,-987.55,48.9,,,
4891,-755.12,48.91,,,
4892,-996.23,48.92,,,
4893,-769.79,48.93,,,
4894,-858.76,48.94,,,
4895,-498.79,48.95,,,
4896,-698.4,48.96,,,
4897,-535.68,48.97,,,
4898,-629.63,48.98,,,
4899,-468.42,48.99,,,
4900,-655.9,49.0,,,
4901,-411.26,49.01,,,
4902,-571.41,49.02,,,
4903,-330.89,49.03,,,
4904,-429.43,49.04,,,
4905,-197.57,49.05,,,
4906,-301.78,49.06,,,
4907,-117.58,49.07,,,
4908,-228.52,49.08,,,
4909,-13.07,49.09,,,
4910,-82.56,49.1,,,
4911,110.27,49.11,,,
4912,-9.33,49.12,,,
4913,159.61,49.13,,,
4914,90.71,49.14,,,
4915,216.33,49.15,,,
4916,141.17,49.16,,,
4917,400.05,49.17,,,
4918,290.12,49.18,,,
4919,407.59,49.19,,,
4920,289.36,49.2,,,
4921,326.4,49.21,,,
4922,198.13,49.22,,,
4923,428.71,49.23,,,
4924,404.58,49.24,,,
4925,726.45,49.25,,,
4926,622.16,49.26,,,
4927,-342.55,49.27,,,
4928,-1750.64,49.28,,,
4929,-2995.45,49.29,,,
4930,-4230.17,49.3,,,
4931,-5228.5,49.31,,,
4932,-6320.54,49.32,,,
4933,-7291.18,49.33,,,
4934,-8053.06,49.34,,,
4935,-8186.84,49.35,,,
4936,-7218.07,49.36,,,
4937,-6319.61,49.37,,,
4938,-5304.44,49.38,1,Left,green
4939,-4401.8,49.39,1,Left,green
4940,-3586.77,49.4,1,Left,green
4941,-2855.06,49.41,1,Left,green
4942,-2201.51,49.42,1,Left,green
4943,-1601.87,49.43,1,Left,green
4944,-1072.2,49.44,1,Left,green
4945,-277.31,49.45,1,Left,green
4946,440.89,49.46,1,Left,green
4947,1934.5,49.47,1,Left,green
4948,3352.0,49.48,1,Left,green
4949,4434.63,49.49,1,Left,green
4950,5409.03,49.5,1,Left,green
4951,6086.73,49.51,1,Left,green
4952,6346.8,49.52,1,Left,green
4953,6267.72,49.53,1,Left,green
4954,6105.48,49.54,1,Left,green
4955,5788.69,49.55,1,Left,green
4956,5655.87,49.56,1,Left,green
4957,5395.25,49.57,1,Left,green
4958,5165.18,49.58,1,Left,green
4959,4863.64,49.59,1,Left,green
4960,4701.3,49.6,1,Left,green
4961,4389.0,49.61,1,Left,green
4962,4188.62,49.62,1,Left,green
4963,3811.65,49.63,1,Left,green
4964,3705.57,49.64,1,Left,green
4965,3426.33,49.65,1,Left,green
4966,3289.3,49.66,1,Left,green
4967,2987.02,49.67,1,Left,green
4968,2939.99,49.68,1,Left,green
4969,2622.89,49.69,1,Left,green
4970,2500.87,49.7,1,Left,green
4971,2237.79,49.71,1,Left,green
4972,2281.85,49.72,1,Left,green
4973,2044.28,49.73,1,Left,green
4974,2002.38,49.74,1,Left,green
4975,1641.62,49.75,1,Left,green
4976,1587.23,49.76,1,Left,green
4977,1304.82,49.77,1,Left,green
4978,1284.02,49.78,1,Left,green
4979,1022.28,49.79,1,Left,green
4980,1038.54,49.8,1,Left,green
4981,751.19,49.81,1,Left,green
4982,797.91,49.82,1,Left,green
4983,533.29,49.83,1,Left,green
4984,582.65,49.84,1,Left,green
4985,353.96,49.85,1,Left,green
4986,31.94,49.86,1,Left,green
4987,-342.95,49.87,1,Left,green
4988,485.75,49.88,,,
4989,799.07,49.89,,,
4990,1350.29,49.9,,,
4991,1416.94,49.91,,,
4992,1434.75,49.92,,,
4993,937.14,49.93,,,
4994,1113.26,49.94,,,
4995,349.74,49.95,,,
4996,673.67,49.96,,,
4997,810.53,49.97,,,
4998,1072.78,49.98,,,
4999,725.27,49.99,,,
5000,28.65,50.0,,,
5001,-1313.44,50.01,,,
5002,-1800.65,50.02,,,
5003,-2473.09,50.03,,,
5004,-2592.79,50.04,,,
5005,-2733.36,50.05,,,
5006,-1956.11,50.06,,,
5007,-1810.31,50.07,,,
5008,-1419.34,50.08,,,
5009,-1415.96,50.09,,,
5010,-929.77,50.1,,,
5011,-1030.29,50.11,,,
5012,-768.05,50.12,,,
5013,-943.34,50.13,,,
5014,-1150.29,50.14,,,
5015,-658.06,50.15,,,
5016,246.58,50.16,,,
5017,505.79,50.17,,,
5018,918.21,50.18,,,
5019,799.99,50.19,,,
5020,1395.04,50.2,,,
5021,680.73,50.21,,,
5022,387.85,50.22,,,
5023,-644.25,50.23,,,
5024,-762.44,50.24,,,
5025,-917.42,50.25,,,
5026,-844.93,50.26,,,
5027,-1022.63,50.27,,,
5028,-1.76,50.28,,,
5029,17.98,50.29,,,
5030,437.59,50.3,,,
5031,126.41,50.31,,,
5032,25.61,50.32,,,
5033,-758.98,50.33,,,
5034,-734.05,50.34,,,
5035,-1096.48,50.35,,,
5036,-765.5,50.36,,,
5037,-959.53,50.37,,,
5038,-610.71,50.38,,,
5039,-881.37,50.39,,,
5040,-573.08,50.4,,,
5041,-876.45,50.41,,,
5042,-570.16,50.42,,,
5043,-778.03,50.43,,,
5044,-488.69,50.44,,,
5045,-816.33,50.45,,,
5046,-471.34,50.46,,,
5047,-720.68,50.47,,,
5048,-424.82,50.48,,,
5049,-665.56,50.49,,,
5050,-299.59,50.5,,,
5051,-495.37,50.51,,,
5052,-110.16,50.52,,,
5053,-411.97,50.53,,,
5054,-116.33,50.54,,,
5055,-330.84,50.55,,,
5056,20.26,50.56,,,
5057,-226.76,50.57,,,
5058,32.18,50.58,,,
5059,-253.48,50.59,,,
5060,108.04,50.6,,,
5061,-204.32,50.61,,,
5062,147.31,50.62,,,
5063,-41.65,50.63,,,
5064,286.51,50.64,,,
5065,49.68,50.65,,,
5066,279.17,50.66,,,
5067,-68.43,50.67,,,
5068,74.62,50.68,,,
5069,-111.26,50.69,,,
5070,1168.95,50.7,,,
5071,2211.83,50.71,,,
5072,3637.48,50.72,,,
5073,4365.49,50.73,,,
5074,5167.39,50.74,,,
5075,5682.49,50.75,,,
5076,5928.0,50.76,,,
5077,5634.87,50.77,,,
5078,5461.75,50.78,,,
5079,4848.39,50.79,,,
5080,4622.93,50.8,,,
5081,3849.46,50.81,,,
5082,3509.63,50.82,,,
5083,2769.52,50.83,,,
5084,2335.0,50.84,,,
5085,1497.83,50.85,,,
5086,1169.4,50.86,,,
5087,431.26,50.87,,,
5088,139.2,50.88,,,
5089,-554.65,50.89,,,
5090,-783.87,50.9,,,
5091,-1649.75,50.91,,,
5092,-2040.84,50.92,,,
5093,-2631.39,50.93,,,
5094,-2674.73,50.94,,,
5095,-3198.21,50.95,,,
5096,-3214.6,50.96,,,
5097,-3618.24,50.97,,,
5098,-3378.39,50.98,,,
5099,-3655.1,50.99,,,
5100,-3384.68,51.0,,,
5101,-3628.44,51.01,,,
5102,-3327.47,51.02,,,
5103,-3462.99,51.03,,,
5104,-3114.79,51.04,,,
5105,-3311.9,51.05,,,
5106,-2714.74,51.06,,,
5107,-2491.81,51.07,,,
5108,-1952.13,51.08,,,
5109,-2075.36,51.09,,,
5110,-1696.81,51.1,,,
5111,-1873.94,51.11,,,
5112,-1609.43,51.12,,,
5113,-2021.75,51.13,,,
5114,-1761.35,51.14,,,
5115,-1983.97,51.15,,,
5116,-1707.31,51.16,,,
5117,-1892.13,51.17,,,
5118,-1529.71,51.18,,,
5119,-1710.64,51.19,,,
5120,-1296.81,51.2,,,
5121,-1554.52,51.21,,,
5122,-1137.92,51.22,,,
5123,-1283.88,51.23,,,
5124,-1056.66,51.24,,,
5125,-1286.78,51.25,,,
5126,-864.63,51.26,,,
5127,-1066.91,51.27,,,
5128,-693.42,51.28,,,
5129,-896.88,51.29,,,
5130,-516.14,51.3,,,
5131,-685.93,51.31,,,
5132,-458.64,51.32,,,
5133,-810.84,51.33,,,
5134,-407.9,51.34,,,
5135,-592.58,51.35,,,
5136,-146.46,51.36,,,
5137,-370.79,51.37,,,
5138,-35.76,51.38,,,
5139,-189.83,51.39,,,
5140,251.23,51.4,,,
5141,-6.99,51.41,,,
5142,238.61,51.42,,,
5143,-61.29,51.43,,,
5144,274.79,51.44,,,
5145,6.11,51.45,,,
5146,225.58,51.46,,,
5147,-51.86,51.47,2,Right,blue
5148,231.64,51.48,2,Right,blue
5149,-44.37,51.49,2,Right,blue
5150,244.47,51.5,2,Right,blue
5151,43.02,51.51,2,Right,blue
5152,368.56,51.52,2,Right,blue
5153,164.34,51.53,2,Right,blue
5154,555.65,51.54,2,Right,blue
5155,442.55,51.55,2,Right,blue
5156,23.17,51.56,2,Right,blue
5157,-1780.55,51.57,2,Right,blue
5158,-3187.06,51.58,2,Right,blue
5159,-4979.5,51.59,2,Right,blue
5160,-5864.51,51.6,2,Right,blue
5161,-6924.97,51.61,2,Right,blue
5162,-7193.11,51.62,2,Right,blue
5163,-7664.38,51.63,2,Right,blue
5164,-7139.18,51.64,2,Right,blue
5165,-6684.2,51.65,2,Right,blue
5166,-5827.36,51.66,2,Right,blue
5167,-4905.61,51.67,2,Right,blue
5168,-3535.68,51.68,2,Right,blue
5169,-2566.62,51.69,2,Right,blue
5170,-1140.1,51.7,2,Right,blue
5171,-348.86,51.71,2,Right,blue
5172,742.95,51.72,2,Right,blue
5173,1245.84,51.73,2,Right,blue
5174,2153.6,51.74,2,Right,blue
5175,2483.86,51.75,2,Right,blue
5176,3134.2,51.76,2,Right,blue
5177,3251.25,51.77,2,Right,blue
5178,3703.36,51.78,2,Right,blue
5179,3685.92,51.79,2,Right,blue
5180,4083.22,51.8,2,Right,blue
5181,3986.91,51.81,2,Right,blue
5182,4252.67,51.82,2,Right,blue
5183,4088.9,51.83,2,Right,blue
5184,4370.93,51.84,2,Right,blue
5185,4222.62,51.85,2,Right,blue
5186,4329.49,51.86,2,Right,blue
5187,4210.14,51.87,2,Right,blue
5188,3942.84,51.88,2,Right,blue
5189,3377.79,51.89,2,Right,blue
5190,3877.01,51.9,2,Right,blue
5191,4501.12,51.91,2,Right,blue
5192,4872.64,51.92,2,Right,blue
5193,4899.7,51.93,2,Right,blue
5194,4831.23,51.94,2,Right,blue
5195,3576.57,51.95,2,Right,blue
5196,2582.69,51.96,2,Right,blue
5197,1149.97,51.97,,,
5198,325.94,51.98,,,
5199,-214.06,51.99,,,
5200,-801.51,52.0,,,
5201,-1670.09,52.01,,,
5202,-2048.62,52.02,,,
5203,-2563.72,52.03,,,
5204,-2465.67,52.04,,,
5205,-2039.16,52.05,,,
5206,-703.45,52.06,,,
5207,470.9,52.07,,,
5208,1782.13,52.08,,,
5209,2862.63,52.09,,,
5210,3867.98,52.1,,,
5211,4011.53,52.11,,,
5212,3873.17,52.12,,,
5213,3295.13,52.13,,,
5214,2933.37,52.14,,,
5215,2636.8,52.15,,,
5216,2529.31,52.16,,,
5217,2105.0,52.17,,,
5218,1833.95,52.18,,,
5219,1420.19,52.19,,,
5220,1375.1,52.2,,,
5221,1316.57,52.21,,,
5222,1032.74,52.22,,,
5223,202.43,52.23,,,
5224,351.35,52.24,,,
5225,219.98,52.25,,,
5226,919.26,52.26,,,
5227,2001.29,52.27,,,
5228,1172.77,52.28,,,
5229,1007.0,52.29,,,
5230,1328.65,52.3,,,
5231,1604.33,52.31,,,
5232,1740.15,52.32,,,
5233,2027.05,52.33,,,
5234,1974.46,52.34,,,
5235,1041.94,52.35,,,
5236,39.94,52.36,,,
5237,-578.23,52.37,,,
5238,-1056.95,52.38,,,
5239,-1396.64,52.39,,,
5240,-1492.3,52.4,,,
5241,-1467.06,52.41,,,
5242,-1434.53,52.42,,,
5243,-1415.85,52.43,,,
5244,-1473.05,52.44,,,
5245,-1348.69,52.45,,,
5246,-1265.27,52.46,,,
5247,-1178.36,52.47,,,
5248,-1241.51,52.48,,,
5249,-1205.18,52.49,,,
5250,-1252.96,52.5,,,
5251,-1122.42,52.51,,,
5252,-1191.16,52.52,,,
5253,-1176.05,52.53,,,
5254,-929.62,52.54,,,
5255,-890.47,52.55,,,
5256,-765.07,52.56,,,
5257,-860.31,52.57,,,
5258,-806.55,52.58,,,
5259,-867.67,52.59,,,
5260,-692.08,52.6,,,
5261,-677.99,52.61,,,
5262,-583.29,52.62,,,
5263,-1017.54,52.63,,,
5264,-1861.58,52.64,,,
5265,-3141.39,52.65,,,
5266,-4215.44,52.66,,,
5267,-5057.6,52.67,,,
5268,-5578.51,52.68,,,
5269,-5925.49,52.69,,,
5270,-6017.71,52.7,,,
5271,-5798.25,52.71,,,
5272,-5310.87,52.72,,,
5273,-4914.84,52.73,,,
5274,-4524.75,52.74,,,
5275,-3899.64,52.75,,,
5276,-3239.71,52.76,,,
5277,-2601.55,52.77,,,
5278,-1966.42,52.78,,,
5279,-1413.82,52.79,,,
5280,-893.11,52.8,,,
5281,-285.45,52.81,,,
5282,100.55,52.82,,,
5283,565.72,52.83,,,
5284,1028.5,52.84,,,
5285,1417.69,52.85,,,
5286,1632.22,52.86,,,
5287,1979.35,52.87,,,
5288,2174.39,52.88,,,
5289,2410.52,52.89,,,
5290,2486.46,52.9,,,
5291,2656.17,52.91,,,
5292,2671.69,52.92,,,
5293,2783.1,52.93,,,
5294,2675.05,52.94,,,
5295,2778.87,52.95,,,
5296,2765.01,52.96,,,
5297,2842.31,52.97,,,
5298,2732.58,52.98,,,
5299,2840.9,52.99,,,
5300,2666.3,53.0,,,
5301,2750.81,53.01,,,
5302,2514.33,53.02,,,
5303,2527.68,53.03,,,
5304,2405.92,53.04,,,
5305,2321.96,53.05,,,
5306,1972.52,53.06,,,
5307,2004.3,53.07,,,
5308,1810.16,53.08,,,
5309,1806.56,53.09,,,
5310,1591.21,53.1,,,
5311,1659.85,53.11,,,
5312,1438.47,53.12,,,
5313,1465.27,53.13,,,
5314,1259.39,53.14,,,
5315,1345.02,53.15,,,
5316,1013.46,53.16,,,
5317,1006.11,53.17,,,
5318,742.14,53.18,,,
5319,825.14,53.19,,,
5320,551.23,53.2,,,
5321,624.44,53.21,,,
5322,399.96,53.22,,,
5323,510.38,53.23,,,
5324,260.89,53.24,,,
5325,469.94,53.25,,,
5326,288.15,53.26,,,
5327,492.9,53.27,,,
5328,279.23,53.28,,,
5329,441.52,53.29,,,
5330,153.73,53.3,,,
5331,327.5,53.31,,,
5332,56.05,53.32,,,
5333,154.55,53.33,,,
5334,-204.47,53.34,,,
5335,4.4,53.35,,,
5336,-173.57,53.36,,,
5337,-28.68,53.37,,,
5338,-227.51,53.38,,,
5339,5.31,53.39,,,
5340,-323.23,53.4,,,
5341,-138.83,53.41,2,Right,blue
5342,-398.01,53.42,2,Right,blue
5343,-93.66,53.43,2,Right,blue
5344,-333.13,53.44,2,Right,blue
5345,-159.34,53.45,2,Right,blue
5346,-354.13,53.46,2,Right,blue
5347,-75.69,53.47,2,Right,blue
5348,-254.58,53.48,2,Right,blue
5349,-79.27,53.49,2,Right,blue
5350,-419.85,53.5,2,Right,blue
5351,-215.09,53.51,2,Right,blue
5352,-509.8,53.52,2,Right,blue
5353,-291.19,53.53,2,Right,blue
5354,-572.24,53.54,2,Right,blue
5355,-301.0,53.55,2,Right,blue
5356,-592.21,53.56,2,Right,blue
5357,-422.23,53.57,2,Right,blue
5358,-993.39,53.58,2,Right,blue
5359,49.36,53.59,2,Right,blue
5360,1411.83,53.6,2,Right,blue
5361,3259.11,53.61,2,Right,blue
5362,4501.6,53.62,2,Right,blue
5363,6111.3,53.63,2,Right,blue
5364,6838.42,53.64,2,Right,blue
5365,7504.74,53.65,2,Right,blue
5366,6813.0,53.66,2,Right,blue
5367,6254.54,53.67,2,Right,blue
5368,5535.44,53.68,2,Right,blue
5369,4441.04,53.69,2,Right,blue
5370,3074.03,53.7,2,Right,blue
5371,2547.14,53.71,2,Right,blue
5372,1742.61,53.72,2,Right,blue
5373,1395.58,53.73,2,Right,blue
5374,386.17,53.74,2,Right,blue
5375,-364.26,53.75,2,Right,blue
5376,-1528.6,53.76,2,Right,blue
5377,-1787.45,53.77,2,Right,blue
5378,-2499.4,53.78,2,Right,blue
5379,-2668.77,53.79,2,Right,blue
5380,-3357.18,53.8,2,Right,blue
5381,-3362.11,53.81,2,Right,blue
5382,-3735.56,53.82,2,Right,blue
5383,-3551.65,53.83,2,Right,blue
5384,-4007.27,53.84,2,Right,blue
5385,-3749.96,53.85,2,Right,blue
5386,-3976.01,53.86,2,Right,blue
5387,-3549.54,53.87,2,Right,blue
5388,-3595.76,53.88,2,Right,blue
5389,-3432.26,53.89,2,Right,blue
5390,-4096.04,53.9,2,Right,blue
5391,-3035.21,53.91,,,
5392,-2548.27,53.92,,,
5393,-2105.54,53.93,,,
5394,-1716.93,53.94,,,
5395,-1361.21,53.95,,,
5396,-1923.48,53.96,,,
5397,-1631.27,53.97,,,
5398,-2191.97,53.98,,,
5399,-2440.06,53.99,,,
5400,-3503.43,54.0,,,
5401,-3269.05,54.01,,,
5402,-3704.72,54.02,,,
5403,-3560.4,54.03,,,
5404,-3782.86,54.04,,,
5405,-3373.76,54.05,,,
5406,-3254.96,54.06,,,
5407,-2274.78,54.07,,,
5408,-1724.12,54.08,,,
5409,-1140.01,54.09,,,
5410,-1318.36,54.1,,,
5411,-871.05,54.11,,,
5412,-832.63,54.12,,,
5413,-425.3,54.13,,,
5414,-798.31,54.14,,,
5415,-664.01,54.15,,,
5416,305.71,54.16,,,
5417,1123.59,54.17,,,
5418,922.09,54.18,,,
5419,1701.65,54.19,,,
5420,1188.95,54.2,,,
5421,1409.8,54.21,,,
5422,981.54,54.22,,,
5423,588.91,54.23,,,
5424,178.5,54.24,,,
5425,271.07,54.25,,,
5426,116.42,54.26,,,
5427,109.92,54.27,,,
5428,-115.84,54.28,,,
5429,189.95,54.29,,,
5430,-540.06,54.3,,,
5431,-874.81,54.31,,,
5432,-1406.75,54.32,,,
5433,-1290.99,54.33,,,
5434,-1530.03,54.34,,,
5435,-1323.68,54.35,,,
5436,-1384.53,54.36,,,
5437,-867.31,54.37,,,
5438,-784.25,54.38,,,
5439,-303.5,54.39,,,
5440,-297.16,54.4,,,
5441,134.09,54.41,,,
5442,24.45,54.42,,,
5443,326.25,54.43,,,
5444,294.1,54.44,,,
5445,572.47,54.45,,,
5446,376.02,54.46,,,
5447,634.5,54.47,,,
5448,503.27,54.48,,,
5449,700.35,54.49,,,
5450,556.87,54.5,,,
5451,845.38,54.51,,,
5452,710.79,54.52,,,
5453,838.54,54.53,,,
5454,694.24,54.54,,,
5455,855.68,54.55,,,
5456,353.55,54.56,,,
5457,-309.42,54.57,,,
5458,-1578.88,54.58,,,
5459,-2575.44,54.59,,,
5460,-3528.86,54.6,,,
5461,-3966.49,54.61,,,
5462,-4552.11,54.62,,,
5463,-4522.92,54.63,,,
5464,-4413.49,54.64,,,
5465,-3937.81,54.65,,,
5466,-3692.62,54.66,,,
5467,-3081.27,54.67,,,
5468,-2721.18,54.68,,,
5469,-2048.12,54.69,,,
5470,-1736.02,54.7,,,
5471,-1112.02,54.71,,,
5472,-405.87,54.72,,,
5473,81.91,54.73,,,
5474,335.35,54.74,,,
5475,792.26,54.75,,,
5476,1228.78,54.76,,,
5477,1714.46,54.77,,,
5478,2003.05,54.78,,,
5479,2367.55,54.79,,,
5480,2441.06,54.8,,,
5481,2732.27,54.81,,,
5482,2897.42,54.82,,,
5483,2835.29,54.83,,,
5484,2727.36,54.84,,,
5485,2929.98,54.85,,,
5486,2827.99,54.86,,,
5487,2835.98,54.87,,,
5488,2804.53,54.88,,,
5489,2733.21,54.89,,,
5490,2702.26,54.9,,,
5491,2652.76,54.91,,,
5492,2544.3,54.92,,,
5493,2596.31,54.93,,,
5494,2512.58,54.94,,,
5495,2391.54,54.95,,,
5496,2356.78,54.96,,,
5497,2274.18,54.97,,,
5498,2165.29,54.98,,,
5499,1982.61,54.99,,,
5500,1899.72,55.0,,,
5501,1870.52,55.01,,,
5502,1765.39,55.02,,,
5503,1606.77,55.03,,,
5504,1492.66,55.04,,,
5505,1344.59,55.05,,,
5506,1255.25,55.06,,,
5507,1196.61,55.07,,,
5508,1238.14,55.08,,,
5509,1154.32,55.09,,,
5510,1072.76,55.1,,,
5511,916.98,55.11,,,
5512,820.37,55.12,,,
5513,734.59,55.13,,,
5514,705.43,55.14,,,
5515,471.1,55.15,,,
5516,466.79,55.16,,,
5517,326.52,55.17,,,
5518,328.17,55.18,2,Right,blue
5519,221.76,55.19,2,Right,blue
5520,214.28,55.2,2,Right,blue
5521,135.23,55.21,2,Right,blue
5522,258.55,55.22,2,Right,blue
5523,63.81,55.23,2,Right,blue
5524,143.6,55.24,2,Right,blue
5525,131.54,55.25,2,Right,blue
5526,157.23,55.26,2,Right,blue
5527,-21.93,55.27,2,Right,blue
5528,94.18,55.28,2,Right,blue
5529,-52.38,55.29,2,Right,blue
5530,2.14,55.3,2,Right,blue
5531,-197.92,55.31,2,Right,blue
5532,-109.45,55.32,2,Right,blue
5533,-258.42,55.33,2,Right,blue
5534,-236.36,55.34,2,Right,blue
5535,-466.3,55.35,2,Right,blue
5536,-314.92,55.36,2,Right,blue
5537,-448.9,55.37,2,Right,blue
5538,-322.24,55.38,2,Right,blue
5539,-453.13,55.39,2,Right,blue
5540,-230.96,55.4,2,Right,blue
5541,-375.24,55.41,2,Right,blue
5542,-243.17,55.42,2,Right,blue
5543,-573.15,55.43,2,Right,blue
5544,-347.6,55.44,2,Right,blue
5545,834.79,55.45,2,Right,blue
5546,2718.96,55.46,2,Right,blue
5547,4002.71,55.47,2,Right,blue
5548,5548.38,55.48,2,Right,blue
5549,6434.35,55.49,2,Right,blue
5550,7243.36,55.5,2,Right,blue
5551,6986.8,55.51,2,Right,blue
5552,6867.63,55.52,2,Right,blue
5553,6057.75,55.53,2,Right,blue
5554,5109.97,55.54,2,Right,blue
5555,4053.56,55.55,2,Right,blue
5556,2904.73,55.56,2,Right,blue
5557,1742.97,55.57,2,Right,blue
5558,948.56,55.58,2,Right,blue
5559,-70.87,55.59,2,Right,blue
5560,-626.71,55.6,2,Right,blue
5561,-1526.49,55.61,2,Right,blue
5562,-1780.21,55.62,2,Right,blue
5563,-2274.52,55.63,2,Right,blue
5564,-2994.22,55.64,2,Right,blue
5565,-3617.53,55.65,2,Right,blue
5566,-2540.87,55.66,2,Right,blue
5567,-2637.85,55.67,2,Right,blue
5568,-2264.62,55.68,,,
5569,-2706.21,55.69,,,
5570,-2379.05,55.7,,,
5571,-2053.17,55.71,,,
5572,-2076.95,55.72,,,
5573,-3203.03,55.73,,,
5574,-3529.74,55.74,,,
5575,-3878.79,55.75,,,
5576,-4360.42,55.76,,,
5577,-4843.34,55.77,,,
5578,-4523.48,55.78,,,
5579,-5056.02,55.79,,,
5580,-4857.59,55.8,,,
5581,-5063.58,55.81,,,
5582,-4123.13,55.82,,,
5583,-3349.6,55.83,,,
5584,-2048.92,55.84,,,
5585,-1317.31,55.85,,,
5586,-452.88,55.86,,,
5587,-717.43,55.87,,,
5588,-536.81,55.88,,,
5589,-886.21,55.89,,,
5590,-785.7,55.9,,,
5591,-1060.68,55.91,,,
5592,-692.31,55.92,,,
5593,-1528.28,55.93,,,
5594,-1175.27,55.94,,,
5595,-292.42,55.95,,,
5596,433.64,55.96,,,
5597,286.75,55.97,,,
5598,977.61,55.98,,,
5599,863.55,55.99,,,
5600,942.12,56.0,,,
5601,328.91,56.01,,,
5602,130.46,56.02,,,
5603,-481.63,56.03,,,
5604,-565.57,56.04,,,
5605,-1246.93,56.05,,,
5606,-826.63,56.06,,,
5607,-1014.82,56.07,,,
5608,-1075.28,56.08,,,
5609,-1703.35,56.09,,,
5610,-1634.88,56.1,,,
5611,-2217.03,56.11,,,
5612,-1942.49,56.12,,,
5613,-2078.16,56.13,,,
5614,-1638.79,56.14,,,
5615,-1776.48,56.15,,,
5616,-1265.66,56.16,,,
5617,-1275.49,56.17,,,
