time_sec,action,action_name
1652406209.015884,L,Left Wink
1652406215.020778,L,Left Wink
1652406218.2773938,R,Right Wink
1652406224.245655,S,Double Blink
1652406227.5661252,L,Left Wink
1652406230.930248,L,Left Wink
1652406236.630566,L,Left Wink
1652406239.581745,R,Right Wink
1652406242.799499,S,Double Blink
1652406244.7656362,S,Double Blink
1652406248.363513,R,Right Wink
1652406254.232737,L,Left Wink
1652406257.1535518,S,Double Blink
1652406261.898456,S,Double Blink
1652406267.835608,R,Right Wink
1652406269.564836,S,Double Blink
1652406272.242839,L,Left Wink
1652406274.924665,L,Left Wink
1652406280.150975,S,Double Blink
1652406284.2173939,S,Double Blink
1652406290.013488,R,Right Wink
1652406294.589189,R,Right Wink
1652406297.536671,L,Left Wink
1652406300.181607,L,Left Wink
1652406302.118538,L,Left Wink
1652406304.79932,L,Left Wink
1652406310.227777,L,Left Wink
1652406312.769844,R,Right Wink
1652406318.709177,S,Double Blink
1652406321.152642,S,Double Blink
1652406325.187516,S,Double Blink
1652406328.783658,S,Double Blink
1652406331.725756,R,Right Wink
1652406334.405893,S,Double Blink
1652406340.3730712,R,Right Wink
1652406344.610207,L,Left Wink
1652406348.955529,L,Left Wink
1652406351.2588868,S,Double Blink
1652406352.888164,L,Left Wink
1652406355.4294322,L,Left Wink
1652406359.359162,R,Right Wink
1652406362.7178712,S,Double Blink
1652406368.0077481,L,Left Wink
1652406372.1527,R,Right Wink
1652406376.770952,S,Double Blink
1652406379.1089869,L,Left Wink
1652406382.66957,R,Right Wink
1652406388.3262029,R,Right Wink
1652406393.413444,S,Double Blink
